	Epoch	train_loss
0	10	0.2690005404745075
0	20	0.1491327208569247
0	30	0.11184543582597241
0	40	0.0919761152299131
0	50	0.07894823899726694
0	60	0.0697801540274104
0	70	0.06287398330100949
0	80	0.05746607374167192
0	90	0.053186966402443886
0	100	0.049683978941700464
0	110	0.04686006383824791
0	120	0.044118582460383395
0	130	0.041513238303917614
0	140	0.03976490004542633
0	150	0.03769251126380873
0	160	0.0365209355886039
0	170	0.03548417455071705
0	180	0.03461848802208133
0	190	0.03384746549793498
0	200	0.03319185721155218
0	210	0.03257748734695546
0	220	0.032043196229647894
0	230	0.03157257867289616
0	240	0.03118596740255667
0	250	0.030778964967696384
0	260	0.03042050698590622
0	270	0.03014365231096542
0	280	0.029863869004630575
0	290	0.029633691074926728
0	300	0.029416470583483453
0	310	0.029202350691850402
0	320	0.02902602603240197
0	330	0.02884107374660129
0	340	0.028684642867436497
0	350	0.02854492970130986
0	360	0.02844380291463959
0	370	0.02833262727033291
0	380	0.028213673343253805
0	390	0.028111375003263387
0	400	0.02803038310700441
0	410	0.027876673073244634
0	420	0.027815146179259932
0	430	0.027734013395051653
0	440	0.027727411389159892
0	450	0.02759916590135149
0	460	0.02757429351586374
0	470	0.027488394427362024
0	480	0.027473732619578025
0	490	0.027398802214905822
0	500	0.02736333335566698
